"Id","Dx","Hx","Ht"
"Tree_165",9.6,6.5,12.7
"Tree_165",9,7.5,12.7
"Tree_165",7.6,8.5,12.7
"Tree_165",6.5,9.5,12.7
"Tree_165",5,10.5,12.7
"Tree_165",0,12.7,12.7
"Tree_166",17.2,0.5,13.8
"Tree_166",16.7,1.3,13.8
"Tree_166",16.3,1.5,13.8
"Tree_166",15,2.5,13.8
"Tree_166",13.4,3.5,13.8
"Tree_166",12.2,4.5,13.8
"Tree_166",10.8,5.5,13.8
"Tree_166",9.7,6.5,13.8
"Tree_166",8.6,7.5,13.8
"Tree_166",8,8.5,13.8
"Tree_166",7.3,9.5,13.8
"Tree_166",6.6,10.5,13.8
"Tree_166",5.8,11.5,13.8
"Tree_166",0,13.8,13.8
"Tree_167",27.1,0.5,16.2
"Tree_167",26.8,1.3,16.2
"Tree_167",26.6,1.5,16.2
"Tree_167",25,2.5,16.2
"Tree_167",23.5,3.5,16.2
"Tree_167",22.6,4.5,16.2
"Tree_167",20.8,5.5,16.2
"Tree_167",19.5,6.5,16.2
"Tree_167",18,7.5,16.2
"Tree_167",16.6,8.5,16.2
"Tree_167",15.3,9.5,16.2
"Tree_167",14.1,10.5,16.2
"Tree_167",12.7,11.5,16.2
"Tree_167",11.2,12.5,16.2
"Tree_167",9.7,13.5,16.2
"Tree_167",0,16.2,16.2
"Tree_168",27.2,0.5,13.9
"Tree_168",25.4,1.3,13.9
"Tree_168",25,1.5,13.9
"Tree_168",23.3,2.5,13.9
"Tree_168",22.8,3.5,13.9
"Tree_168",21.5,4.5,13.9
"Tree_168",20.2,5.5,13.9
"Tree_168",18.1,6.5,13.9
"Tree_168",17.4,7.5,13.9
"Tree_168",16.3,8.5,13.9
"Tree_168",14.1,9.5,13.9
"Tree_168",12.4,10.5,13.9
"Tree_168",8.8,11.5,13.9
"Tree_168",6.7,12.5,13.9
"Tree_168",0,13.9,13.9
"Tree_169",27.4,0.5,16.5
"Tree_169",27.1,1.3,16.5
"Tree_169",27,1.5,16.5
"Tree_169",25.9,2.5,16.5
"Tree_169",23.9,3.5,16.5
"Tree_169",23.1,4.5,16.5
"Tree_169",22,5.5,16.5
"Tree_169",20.4,6.5,16.5
"Tree_169",19.2,7.5,16.5
"Tree_169",18.2,8.5,16.5
"Tree_169",17.7,9.5,16.5
"Tree_169",16.6,10.5,16.5
"Tree_169",14.7,11.5,16.5
"Tree_169",12.3,12.5,16.5
"Tree_169",10.4,13.5,16.5
"Tree_169",8.7,14.5,16.5
"Tree_169",0,16.5,16.5
"Tree_170",25.5,0.5,17.5
"Tree_170",24.8,1.3,17.5
"Tree_170",24.3,1.5,17.5
"Tree_170",23.2,2.5,17.5
"Tree_170",21.9,3.5,17.5
"Tree_170",20.1,4.5,17.5
"Tree_170",19,5.5,17.5
"Tree_170",17.6,6.5,17.5
"Tree_170",16.8,7.5,17.5
"Tree_170",15.7,8.5,17.5
"Tree_170",15.1,9.5,17.5
"Tree_170",13.6,10.5,17.5
"Tree_170",12.9,11.5,17.5
"Tree_170",11.1,12.5,17.5
"Tree_170",9.8,13.5,17.5
"Tree_170",7.9,14.5,17.5
"Tree_170",6.4,15.5,17.5
"Tree_170",0,17.5,17.5
"Tree_171",26.9,0.5,17.3
"Tree_171",26.2,1.3,17.3
"Tree_171",26,1.5,17.3
"Tree_171",24.5,2.5,17.3
"Tree_171",23.6,3.5,17.3
"Tree_171",22.1,4.5,17.3
"Tree_171",20.9,5.5,17.3
"Tree_171",19.2,6.5,17.3
"Tree_171",18,7.5,17.3
"Tree_171",16.7,8.5,17.3
"Tree_171",15,9.5,17.3
"Tree_171",13.9,10.5,17.3
"Tree_171",12.5,11.5,17.3
"Tree_171",11.2,12.5,17.3
"Tree_171",9.5,13.5,17.3
"Tree_171",8.3,14.5,17.3
"Tree_171",7.2,15.5,17.3
"Tree_171",0,17.3,17.3
"Tree_172",28.6,0.5,16.5
"Tree_172",28.4,1.3,16.5
"Tree_172",28.3,1.5,16.5
"Tree_172",27.2,2.5,16.5
"Tree_172",25.6,3.5,16.5
"Tree_172",23.8,4.5,16.5
"Tree_172",22.1,5.5,16.5
"Tree_172",20.9,6.5,16.5
"Tree_172",19.3,7.5,16.5
"Tree_172",17.7,8.5,16.5
"Tree_172",16.1,9.5,16.5
"Tree_172",14.4,10.5,16.5
"Tree_172",12.6,11.5,16.5
"Tree_172",11.6,12.5,16.5
"Tree_172",10.3,13.5,16.5
"Tree_172",0,16.5,16.5
"Tree_173",22.5,0.5,17.4
"Tree_173",22.2,1.3,17.4
"Tree_173",21.8,1.5,17.4
"Tree_173",20.8,2.5,17.4
"Tree_173",19.9,3.5,17.4
"Tree_173",18.2,4.5,17.4
"Tree_173",17,5.5,17.4
"Tree_173",16.5,6.5,17.4
"Tree_173",15.9,7.5,17.4
"Tree_173",14.8,8.5,17.4
"Tree_173",13.7,9.5,17.4
"Tree_173",12.7,10.5,17.4
"Tree_173",11.2,11.5,17.4
"Tree_173",10.4,12.5,17.4
"Tree_173",9,13.5,17.4
"Tree_173",7.5,14.5,17.4
"Tree_173",0,17.4,17.4
"Tree_174",23.2,0.5,16.8
"Tree_174",23,1.3,16.8
"Tree_174",22.8,1.5,16.8
"Tree_174",21.9,2.5,16.8
"Tree_174",20.1,3.5,16.8
"Tree_174",18.7,4.5,16.8
"Tree_174",17.5,5.5,16.8
"Tree_174",16.4,6.5,16.8
"Tree_174",15.2,7.5,16.8
"Tree_174",14,8.5,16.8
"Tree_174",12.8,9.5,16.8
"Tree_174",12,10.5,16.8
"Tree_174",11.4,11.5,16.8
"Tree_174",10.7,12.5,16.8
"Tree_174",9.1,13.5,16.8
"Tree_174",8,14.5,16.8
"Tree_174",6.8,15.5,16.8
"Tree_174",0,16.8,16.8
"Tree_175",15.1,0.5,12.7
"Tree_175",14.7,1.3,12.7
"Tree_175",14.3,1.5,12.7
"Tree_175",13.7,2.5,12.7
"Tree_175",12.3,3.5,12.7
"Tree_175",11,4.5,12.7
"Tree_175",10.4,5.5,12.7
"Tree_175",9.5,6.5,12.7
"Tree_175",8,7.5,12.7
"Tree_175",7.4,8.5,12.7
"Tree_175",6.8,9.5,12.7
"Tree_175",5.7,10.5,12.7
"Tree_175",0,12.7,12.7
"Tree_176",22.6,0.5,15.3
"Tree_176",22.2,1.3,15.3
"Tree_176",22,1.5,15.3
"Tree_176",20.9,2.5,15.3
"Tree_176",19.7,3.5,15.3
"Tree_176",18,4.5,15.3
"Tree_176",16.8,5.5,15.3
"Tree_176",16.1,6.5,15.3
"Tree_176",15.4,7.5,15.3
"Tree_176",14.1,8.5,15.3
"Tree_176",12.4,9.5,15.3
"Tree_176",11.2,10.5,15.3
"Tree_176",9.8,11.5,15.3
"Tree_176",0,15.3,15.3
"Tree_177",29,0.5,21.8
"Tree_177",28.7,1.3,21.8
"Tree_177",28.5,1.5,21.8
"Tree_177",27.3,2.5,21.8
"Tree_177",26.1,3.5,21.8
"Tree_177",25,4.5,21.8
"Tree_177",23.9,5.5,21.8
"Tree_177",22.8,6.5,21.8
"Tree_177",21.7,7.5,21.8
"Tree_177",19.9,8.5,21.8
"Tree_177",18.7,9.5,21.8
"Tree_177",18,10.5,21.8
"Tree_177",17.5,11.5,21.8
"Tree_177",16.8,12.5,21.8
"Tree_177",15.9,13.5,21.8
"Tree_177",14.9,14.5,21.8
"Tree_177",13,15.5,21.8
"Tree_177",11.3,16.5,21.8
"Tree_177",0,21.8,21.8
"Tree_178",29.6,0.5,19.9
"Tree_178",29.2,1.3,19.9
"Tree_178",29,1.5,19.9
"Tree_178",27.9,2.5,19.9
"Tree_178",25.8,3.5,19.9
"Tree_178",24.7,4.5,19.9
"Tree_178",23.6,5.5,19.9
"Tree_178",21.7,6.5,19.9
"Tree_178",20.8,7.5,19.9
"Tree_178",19.8,8.5,19.9
"Tree_178",18.9,9.5,19.9
"Tree_178",18.1,10.5,19.9
"Tree_178",17.2,11.5,19.9
"Tree_178",15.5,12.5,19.9
"Tree_178",14.7,13.5,19.9
"Tree_178",13.9,14.5,19.9
"Tree_178",12.2,15.5,19.9
"Tree_178",10.5,16.5,19.9
"Tree_178",0,19.9,19.9
"Tree_179",22.1,0.5,18.3
"Tree_179",21.9,1.3,18.3
"Tree_179",21.8,1.5,18.3
"Tree_179",20.8,2.5,18.3
"Tree_179",20,3.5,18.3
"Tree_179",19.5,4.5,18.3
"Tree_179",18.6,5.5,18.3
"Tree_179",17.5,6.5,18.3
"Tree_179",16.6,7.5,18.3
"Tree_179",15.7,8.5,18.3
"Tree_179",14.8,9.5,18.3
"Tree_179",13.9,10.5,18.3
"Tree_179",13.1,11.5,18.3
"Tree_179",12.2,12.5,18.3
"Tree_179",10.5,13.5,18.3
"Tree_179",9.6,14.5,18.3
"Tree_179",0,18.3,18.3
"Tree_180",23.8,0.5,19
"Tree_180",23.5,1.3,19
"Tree_180",23.2,1.5,19
"Tree_180",22.4,2.5,19
"Tree_180",21,3.5,19
"Tree_180",20.3,4.5,19
"Tree_180",19.2,5.5,19
"Tree_180",18,6.5,19
"Tree_180",17.3,7.5,19
"Tree_180",16.5,8.5,19
"Tree_180",15.6,9.5,19
"Tree_180",13.9,10.5,19
"Tree_180",12.1,11.5,19
"Tree_180",11.2,12.5,19
"Tree_180",10.4,13.5,19
"Tree_180",9.2,14.5,19
"Tree_180",0,19,19
"Tree_181",15.8,0.5,13.1
"Tree_181",15.4,1.3,13.1
"Tree_181",15,1.5,13.1
"Tree_181",13.6,2.5,13.1
"Tree_181",12.5,3.5,13.1
"Tree_181",11.6,4.5,13.1
"Tree_181",10.5,5.5,13.1
"Tree_181",9.7,6.5,13.1
"Tree_181",8.8,7.5,13.1
"Tree_181",0,13.1,13.1
"Tree_182",28.3,0.5,19.4
"Tree_182",28,1.3,19.4
"Tree_182",27.9,1.5,19.4
"Tree_182",27.5,2.5,19.4
"Tree_182",26.4,3.5,19.4
"Tree_182",25.3,4.5,19.4
"Tree_182",24.4,5.5,19.4
"Tree_182",23.6,6.5,19.4
"Tree_182",22.8,7.5,19.4
"Tree_182",22,8.5,19.4
"Tree_182",21.4,9.5,19.4
"Tree_182",20.8,10.5,19.4
"Tree_182",19.5,11.5,19.4
"Tree_182",18.1,12.5,19.4
"Tree_182",16.9,13.5,19.4
"Tree_182",15.5,14.5,19.4
"Tree_182",13.4,15.5,19.4
"Tree_182",11.3,16.5,19.4
"Tree_182",10,17.5,19.4
"Tree_182",8.5,18.5,19.4
"Tree_182",0,19.4,19.4
"Tree_183",27.4,0.5,17.9
"Tree_183",27.1,1.3,17.9
"Tree_183",26.8,1.5,17.9
"Tree_183",25.9,2.5,17.9
"Tree_183",24.6,3.5,17.9
"Tree_183",23.3,4.5,17.9
"Tree_183",22,5.5,17.9
"Tree_183",20.3,6.5,17.9
"Tree_183",19.6,7.5,17.9
"Tree_183",18.9,8.5,17.9
"Tree_183",17.9,9.5,17.9
"Tree_183",16.8,10.5,17.9
"Tree_183",15.9,11.5,17.9
"Tree_183",15,12.5,17.9
"Tree_183",13.1,13.5,17.9
"Tree_183",11.2,14.5,17.9
"Tree_183",0,17.9,17.9
"Tree_184",25,0.5,20.6
"Tree_184",24.5,1.3,20.6
"Tree_184",24.1,1.5,20.6
"Tree_184",22.6,2.5,20.6
"Tree_184",21.2,3.5,20.6
"Tree_184",20.3,4.5,20.6
"Tree_184",19.2,5.5,20.6
"Tree_184",17.4,6.5,20.6
"Tree_184",16.5,7.5,20.6
"Tree_184",15.8,8.5,20.6
"Tree_184",14.7,9.5,20.6
"Tree_184",13.9,10.5,20.6
"Tree_184",13,11.5,20.6
"Tree_184",12.3,12.5,20.6
"Tree_184",11.5,13.5,20.6
"Tree_184",10.7,14.5,20.6
"Tree_184",9.9,15.5,20.6
"Tree_184",8.7,16.5,20.6
"Tree_184",0,20.6,20.6
"Tree_185",26.2,0.5,19.4
"Tree_185",25,1.3,19.4
"Tree_185",24.9,1.5,19.4
"Tree_185",23.6,2.5,19.4
"Tree_185",22.5,3.5,19.4
"Tree_185",21.3,4.5,19.4
"Tree_185",20.6,5.5,19.4
"Tree_185",19.3,6.5,19.4
"Tree_185",18.4,7.5,19.4
"Tree_185",17.6,8.5,19.4
"Tree_185",16.8,9.5,19.4
"Tree_185",16,10.5,19.4
"Tree_185",15.3,11.5,19.4
"Tree_185",14.5,12.5,19.4
"Tree_185",13.9,13.5,19.4
"Tree_185",12.4,14.5,19.4
"Tree_185",10.9,15.5,19.4
"Tree_185",9.3,16.5,19.4
"Tree_185",8.4,17.5,19.4
"Tree_185",0,19.4,19.4
"Tree_186",25.8,0.5,21
"Tree_186",25.6,1.3,21
"Tree_186",25.5,1.5,21
"Tree_186",23.8,2.5,21
"Tree_186",22,3.5,21
"Tree_186",21.2,4.5,21
"Tree_186",20.4,5.5,21
"Tree_186",19.6,6.5,21
"Tree_186",18.9,7.5,21
"Tree_186",18.2,8.5,21
"Tree_186",17.5,9.5,21
"Tree_186",16.8,10.5,21
"Tree_186",16.2,11.5,21
"Tree_186",15.5,12.5,21
"Tree_186",14.8,13.5,21
"Tree_186",13.3,14.5,21
"Tree_186",11.5,15.5,21
"Tree_186",9.9,16.5,21
"Tree_186",0,21,21
"Tree_187",25.5,0.5,20.8
"Tree_187",25.2,1.3,20.8
"Tree_187",25.1,1.5,20.8
"Tree_187",24,2.5,20.8
"Tree_187",22.6,3.5,20.8
"Tree_187",22,4.5,20.8
"Tree_187",21.1,5.5,20.8
"Tree_187",20.3,6.5,20.8
"Tree_187",18.7,7.5,20.8
"Tree_187",18,8.5,20.8
"Tree_187",17.2,9.5,20.8
"Tree_187",16.5,10.5,20.8
"Tree_187",15.9,11.5,20.8
"Tree_187",15,12.5,20.8
"Tree_187",13.8,13.5,20.8
"Tree_187",12.4,14.5,20.8
"Tree_187",10.9,15.5,20.8
"Tree_187",9.5,16.5,20.8
"Tree_187",8.6,17.5,20.8
"Tree_187",0,20.8,20.8
"Tree_188",21.4,0.5,19.5
"Tree_188",20.3,1.3,19.5
"Tree_188",20.2,1.5,19.5
"Tree_188",19.1,2.5,19.5
"Tree_188",18,3.5,19.5
"Tree_188",16.9,4.5,19.5
"Tree_188",16,5.5,19.5
"Tree_188",15,6.5,19.5
"Tree_188",14.3,7.5,19.5
"Tree_188",14,8.5,19.5
"Tree_188",13.2,9.5,19.5
"Tree_188",12.7,10.5,19.5
"Tree_188",12,11.5,19.5
"Tree_188",11.7,12.5,19.5
"Tree_188",10.9,13.5,19.5
"Tree_188",10.1,14.5,19.5
"Tree_188",9.3,15.5,19.5
"Tree_188",0,19.5,19.5
"Tree_189",31.7,0.5,24.2
"Tree_189",30.8,1.3,24.2
"Tree_189",30.4,1.5,24.2
"Tree_189",30,2.5,24.2
"Tree_189",29.2,3.5,24.2
"Tree_189",28.6,4.5,24.2
"Tree_189",27.5,5.5,24.2
"Tree_189",26.3,6.5,24.2
"Tree_189",25.2,7.5,24.2
"Tree_189",24.8,8.5,24.2
"Tree_189",24,9.5,24.2
"Tree_189",23.2,10.5,24.2
"Tree_189",22.3,11.5,24.2
"Tree_189",21.4,12.5,24.2
"Tree_189",20.5,13.5,24.2
"Tree_189",19.6,14.5,24.2
"Tree_189",18.7,15.5,24.2
"Tree_189",17.5,16.5,24.2
"Tree_189",16.9,17.5,24.2
"Tree_189",15,18.5,24.2
"Tree_189",13.5,19.5,24.2
"Tree_189",11.1,20.5,24.2
"Tree_189",0,24.2,24.2
"Tree_190",25,0.5,23.4
"Tree_190",24.7,1.3,23.4
"Tree_190",24.5,1.5,23.4
"Tree_190",24,2.5,23.4
"Tree_190",23.4,3.5,23.4
"Tree_190",23.2,4.5,23.4
"Tree_190",23,5.5,23.4
"Tree_190",22.1,6.5,23.4
"Tree_190",21.5,7.5,23.4
"Tree_190",20.2,8.5,23.4
"Tree_190",19.3,9.5,23.4
"Tree_190",18.5,10.5,23.4
"Tree_190",17.7,11.5,23.4
"Tree_190",17.5,12.5,23.4
"Tree_190",17,13.5,23.4
"Tree_190",16.2,14.5,23.4
"Tree_190",15.4,15.5,23.4
"Tree_190",13.7,16.5,23.4
"Tree_190",12,17.5,23.4
"Tree_190",10.2,18.5,23.4
"Tree_190",0,23.4,23.4
"Tree_191",26.3,0.5,22
"Tree_191",25.2,1.3,22
"Tree_191",25,1.5,22
"Tree_191",23.1,2.5,22
"Tree_191",22,3.5,22
"Tree_191",20.3,4.5,22
"Tree_191",19.1,5.5,22
"Tree_191",18.3,6.5,22
"Tree_191",18,7.5,22
"Tree_191",17.4,8.5,22
"Tree_191",16.4,9.5,22
"Tree_191",15.7,10.5,22
"Tree_191",14.9,11.5,22
"Tree_191",14,12.5,22
"Tree_191",13.4,13.5,22
"Tree_191",12.6,14.5,22
"Tree_191",11.9,15.5,22
"Tree_191",11,16.5,22
"Tree_191",10.4,17.5,22
"Tree_191",9.6,18.5,22
"Tree_191",0,22,22
"Tree_192",27.2,0.5,22.6
"Tree_192",26.9,1.3,22.6
"Tree_192",26.5,1.5,22.6
"Tree_192",25.6,2.5,22.6
"Tree_192",24.7,3.5,22.6
"Tree_192",23.2,4.5,22.6
"Tree_192",22.5,5.5,22.6
"Tree_192",22,6.5,22.6
"Tree_192",21.2,7.5,22.6
"Tree_192",20.7,8.5,22.6
"Tree_192",20,9.5,22.6
"Tree_192",19.1,10.5,22.6
"Tree_192",18.2,11.5,22.6
"Tree_192",17.3,12.5,22.6
"Tree_192",16.5,13.5,22.6
"Tree_192",14.7,14.5,22.6
"Tree_192",12.9,15.5,22.6
"Tree_192",11,16.5,22.6
"Tree_192",9.5,17.5,22.6
"Tree_192",0,22.6,22.6
"Tree_193",21.4,0.5,21.8
"Tree_193",20.8,1.3,21.8
"Tree_193",20.6,1.5,21.8
"Tree_193",19.7,2.5,21.8
"Tree_193",18.8,3.5,21.8
"Tree_193",18,4.5,21.8
"Tree_193",17.5,5.5,21.8
"Tree_193",16.8,6.5,21.8
"Tree_193",16,7.5,21.8
"Tree_193",15.2,8.5,21.8
"Tree_193",14.6,9.5,21.8
"Tree_193",14,10.5,21.8
"Tree_193",13.7,11.5,21.8
"Tree_193",13.1,12.5,21.8
"Tree_193",12.3,13.5,21.8
"Tree_193",11.6,14.5,21.8
"Tree_193",10.9,15.5,21.8
"Tree_193",9.3,16.5,21.8
"Tree_193",0,21.8,21.8
"Tree_194",21.5,0.5,22.3
"Tree_194",21,1.3,22.3
"Tree_194",20.9,1.5,22.3
"Tree_194",19.3,2.5,22.3
"Tree_194",18.4,3.5,22.3
"Tree_194",17.5,4.5,22.3
"Tree_194",16.6,5.5,22.3
"Tree_194",15.8,6.5,22.3
"Tree_194",15.5,7.5,22.3
"Tree_194",15,8.5,22.3
"Tree_194",14.3,9.5,22.3
"Tree_194",13.6,10.5,22.3
"Tree_194",13,11.5,22.3
"Tree_194",12.4,12.5,22.3
"Tree_194",11.6,13.5,22.3
"Tree_194",11,14.5,22.3
"Tree_194",10.5,15.5,22.3
"Tree_194",9.6,16.5,22.3
"Tree_194",8.9,17.5,22.3
"Tree_194",0,22.3,22.3
"Tree_195",18.2,0.5,16.6
"Tree_195",17.5,1.3,16.6
"Tree_195",17,1.5,16.6
"Tree_195",15.9,2.5,16.6
"Tree_195",14.8,3.5,16.6
"Tree_195",13.7,4.5,16.6
"Tree_195",12.7,5.5,16.6
"Tree_195",11.5,6.5,16.6
"Tree_195",10.7,7.5,16.6
"Tree_195",9.8,8.5,16.6
"Tree_195",0,16.6,16.6
"Tree_196",16.9,0.5,16.3
"Tree_196",16.7,1.3,16.3
"Tree_196",16.7,1.5,16.3
"Tree_196",15.7,2.5,16.3
"Tree_196",14.8,3.5,16.3
"Tree_196",13.6,4.5,16.3
"Tree_196",12.1,5.5,16.3
"Tree_196",10.4,6.5,16.3
"Tree_196",9.5,7.5,16.3
"Tree_196",8.7,8.5,16.3
"Tree_196",0,16.3,16.3
"Tree_197",36,0.5,21.8
"Tree_197",34.8,1.3,21.8
"Tree_197",34.6,1.5,21.8
"Tree_197",32.7,2.5,21.8
"Tree_197",30.6,3.5,21.8
"Tree_197",29.5,4.5,21.8
"Tree_197",28.3,5.5,21.8
"Tree_197",26.7,6.5,21.8
"Tree_197",25.1,7.5,21.8
"Tree_197",24.3,8.5,21.8
"Tree_197",23.5,9.5,21.8
"Tree_197",22,10.5,21.8
"Tree_197",21.3,11.5,21.8
"Tree_197",19.8,12.5,21.8
"Tree_197",18.3,13.5,21.8
"Tree_197",16.8,14.5,21.8
"Tree_197",15.2,15.5,21.8
"Tree_197",14.5,16.5,21.8
"Tree_197",13,17.5,21.8
"Tree_197",11.2,18.5,21.8
"Tree_197",9.5,19.5,21.8
"Tree_197",0,21.8,21.8
"Tree_198",15.2,0.5,16.9
"Tree_198",14.7,1.3,16.9
"Tree_198",14.5,1.5,16.9
"Tree_198",13.8,2.5,16.9
"Tree_198",12.3,3.5,16.9
"Tree_198",10.7,4.5,16.9
"Tree_198",10,5.5,16.9
"Tree_198",9.5,6.5,16.9
"Tree_198",9.3,7.5,16.9
"Tree_198",8.6,8.5,16.9
"Tree_198",8,9.5,16.9
"Tree_198",7.3,10.5,16.9
"Tree_198",0,16.9,16.9
"Tree_199",21.8,0.5,18
"Tree_199",21.3,1.3,18
"Tree_199",20.9,1.5,18
"Tree_199",19.8,2.5,18
"Tree_199",19,3.5,18
"Tree_199",18.1,4.5,18
"Tree_199",16.6,5.5,18
"Tree_199",15.3,6.5,18
"Tree_199",13.9,7.5,18
"Tree_199",12.6,8.5,18
"Tree_199",11.3,9.5,18
"Tree_199",10.1,10.5,18
"Tree_199",9.4,11.5,18
"Tree_199",8.2,12.5,18
"Tree_199",7.6,13.5,18
"Tree_199",0,18,18
"Tree_200",35.4,0.5,19.7
"Tree_200",34.2,1.3,19.7
"Tree_200",34,1.5,19.7
"Tree_200",32.7,2.5,19.7
"Tree_200",31.3,3.5,19.7
"Tree_200",29.3,4.5,19.7
"Tree_200",28,5.5,19.7
"Tree_200",26.1,6.5,19.7
"Tree_200",25,7.5,19.7
"Tree_200",24.1,8.5,19.7
"Tree_200",22.3,9.5,19.7
"Tree_200",21.4,10.5,19.7
"Tree_200",19.7,11.5,19.7
"Tree_200",18,12.5,19.7
"Tree_200",16.3,13.5,19.7
"Tree_200",14.6,14.5,19.7
"Tree_200",13,15.5,19.7
"Tree_200",11.3,16.5,19.7
"Tree_200",9.6,17.5,19.7
"Tree_200",0,19.7,19.7
"Tree_201",21.6,0.5,20.5
"Tree_201",21,1.3,20.5
"Tree_201",20.8,1.5,20.5
"Tree_201",20.1,2.5,20.5
"Tree_201",19,3.5,20.5
"Tree_201",17.9,4.5,20.5
"Tree_201",17,5.5,20.5
"Tree_201",16.2,6.5,20.5
"Tree_201",15.1,7.5,20.5
"Tree_201",14.7,8.5,20.5
"Tree_201",14.2,9.5,20.5
"Tree_201",13.4,10.5,20.5
"Tree_201",12.6,11.5,20.5
"Tree_201",11.9,12.5,20.5
"Tree_201",11.1,13.5,20.5
"Tree_201",10.4,14.5,20.5
"Tree_201",8.8,15.5,20.5
"Tree_201",0,20.5,20.5
"Tree_202",29.9,0.5,20.6
"Tree_202",28.9,1.3,20.6
"Tree_202",28.7,1.5,20.6
"Tree_202",27.6,2.5,20.6
"Tree_202",25.7,3.5,20.6
"Tree_202",24.7,4.5,20.6
"Tree_202",23.1,5.5,20.6
"Tree_202",21.5,6.5,20.6
"Tree_202",20.8,7.5,20.6
"Tree_202",20.1,8.5,20.6
"Tree_202",19.5,9.5,20.6
"Tree_202",18.2,10.5,20.6
"Tree_202",17.7,11.5,20.6
"Tree_202",16.5,12.5,20.6
"Tree_202",15.2,13.5,20.6
"Tree_202",14,14.5,20.6
"Tree_202",12.8,15.5,20.6
"Tree_202",11,16.5,20.6
"Tree_202",9.5,17.5,20.6
"Tree_202",8,18.5,20.6
"Tree_202",0,20.6,20.6
"Tree_203",25.2,0.5,19.2
"Tree_203",24.8,1.3,19.2
"Tree_203",24.7,1.5,19.2
"Tree_203",23.6,2.5,19.2
"Tree_203",22.6,3.5,19.2
"Tree_203",21.5,4.5,19.2
"Tree_203",21,5.5,19.2
"Tree_203",20.4,6.5,19.2
"Tree_203",19.6,7.5,19.2
"Tree_203",18.8,8.5,19.2
"Tree_203",18.1,9.5,19.2
"Tree_203",16.7,10.5,19.2
"Tree_203",16,11.5,19.2
"Tree_203",15.4,12.5,19.2
"Tree_203",14.8,13.5,19.2
"Tree_203",13.4,14.5,19.2
"Tree_203",12,15.5,19.2
"Tree_203",10.6,16.5,19.2
"Tree_203",0,19.2,19.2
"Tree_204",25.7,0.5,16.4
"Tree_204",25.2,1.3,16.4
"Tree_204",24.8,1.5,16.4
"Tree_204",23.3,2.5,16.4
"Tree_204",21.5,3.5,16.4
"Tree_204",19.4,4.5,16.4
"Tree_204",17.6,5.5,16.4
"Tree_204",15.7,6.5,16.4
"Tree_204",14.3,7.5,16.4
"Tree_204",13,8.5,16.4
"Tree_204",11.3,9.5,16.4
"Tree_204",9.6,10.5,16.4
"Tree_204",8.8,11.5,16.4
"Tree_204",0,16.4,16.4
"Tree_205",26,0.5,21
"Tree_205",25.7,1.3,21
"Tree_205",25.6,1.5,21
"Tree_205",25.4,2.5,21
"Tree_205",24.3,3.5,21
"Tree_205",22.4,4.5,21
"Tree_205",21.4,5.5,21
"Tree_205",20.5,6.5,21
"Tree_205",19.6,7.5,21
"Tree_205",18.7,8.5,21
"Tree_205",17.9,9.5,21
"Tree_205",17.1,10.5,21
"Tree_205",16.5,11.5,21
"Tree_205",15.8,12.5,21
"Tree_205",15,13.5,21
"Tree_205",13.4,14.5,21
"Tree_205",11.8,15.5,21
"Tree_205",10.2,16.5,21
"Tree_205",9.4,17.5,21
"Tree_205",0,21,21
"Tree_206",27.6,0.5,20.3
"Tree_206",26.4,1.3,20.3
"Tree_206",26,1.5,20.3
"Tree_206",24.4,2.5,20.3
"Tree_206",22.6,3.5,20.3
"Tree_206",20.8,4.5,20.3
"Tree_206",19.1,5.5,20.3
"Tree_206",17.4,6.5,20.3
"Tree_206",15.8,7.5,20.3
"Tree_206",14.2,8.5,20.3
"Tree_206",13.4,9.5,20.3
"Tree_206",12.7,10.5,20.3
"Tree_206",12,11.5,20.3
"Tree_206",11.3,12.5,20.3
"Tree_206",9.7,13.5,20.3
"Tree_206",8.9,14.5,20.3
"Tree_206",0,20.3,20.3
"Tree_207",26.4,0.5,21.3
"Tree_207",26.1,1.3,21.3
"Tree_207",26,1.5,21.3
"Tree_207",24.2,2.5,21.3
"Tree_207",22.4,3.5,21.3
"Tree_207",20.6,4.5,21.3
"Tree_207",19,5.5,21.3
"Tree_207",18.2,6.5,21.3
"Tree_207",17.4,7.5,21.3
"Tree_207",15.9,8.5,21.3
"Tree_207",14.5,9.5,21.3
"Tree_207",13.9,10.5,21.3
"Tree_207",13.2,11.5,21.3
"Tree_207",12.5,12.5,21.3
"Tree_207",11.9,13.5,21.3
"Tree_207",10.6,14.5,21.3
"Tree_207",9.9,15.5,21.3
"Tree_207",8.5,16.5,21.3
"Tree_207",0,21.3,21.3
"Tree_208",22.8,0.5,20.6
"Tree_208",22.5,1.3,20.6
"Tree_208",22.4,1.5,20.6
"Tree_208",21.4,2.5,20.6
"Tree_208",19.6,3.5,20.6
"Tree_208",17.9,4.5,20.6
"Tree_208",16.3,5.5,20.6
"Tree_208",15.5,6.5,20.6
"Tree_208",14.7,7.5,20.6
"Tree_208",14,8.5,20.6
"Tree_208",13.2,9.5,20.6
"Tree_208",12.6,10.5,20.6
"Tree_208",11.9,11.5,20.6
"Tree_208",11.2,12.5,20.6
"Tree_208",10.6,13.5,20.6
"Tree_208",9.2,14.5,20.6
"Tree_208",8.5,15.5,20.6
"Tree_208",0,20.6,20.6
